-5.156485895149391652e-02;-3.775431851299673736e-02;-2.650715058027029725e-02;-1.331220446804618623e-02;1.402898508861785687e-03;1.467275568200969438e-02;2.874398238076694700e-02;4.334597383429161788e-02;5.811202389678730984e-02;7.231964800851181652e-02;8.597456520657784096e-02;9.608702139427369171e-02;1.032277611132920714e-01;1.096105905923084045e-01;1.157792901980295164e-01;1.215236503326625195e-01;1.266109031349742509e-01;1.309745250671723038e-01;1.351515064172628400e-01;1.389459053251417830e-01;1.421811628418675755e-01;1.450635375339605071e-01;1.473324428403640085e-01;1.492667937172373060e-01;1.504979128929875842e-01;1.516227908191561669e-01;1.517598711330785666e-01;1.515920533656771318e-01;1.512540199280167919e-01;1.508178939092211235e-01;1.501856672402261117e-01;1.495021064554132584e-01;1.487624849925541781e-01;1.479775828911430169e-01;1.471569470413121583e-01;1.463085952091336683e-01;1.454392291309306307e-01;1.445543867492060930e-01;1.436587158178164736e-01;1.427559608554022363e-01;1.418491966758925193e-01;1.409408060738723267e-01;1.400334900448876596e-01;1.391302841213501729e-01;1.382331374105356947e-01;1.373435859206108556e-01;1.364628624768169096e-01;1.355919838888716145e-01;1.347317648785305022e-01
-4.179133708101141764e-02;-3.222465391161059844e-02;-2.077480517679509975e-02;-5.631551930240598358e-03;9.292307206496722150e-03;2.519199295906576763e-02;4.157307878149840707e-02;5.512569954543301842e-02;6.851824442244544566e-02;8.113095174375259400e-02;9.005587707466239378e-02;1.002161609423937172e-01;1.109258842080602658e-01;1.174045865680929945e-01;1.242244083881057504e-01;1.305323935567745675e-01;1.361802786920038866e-01;1.409230745434609244e-01;1.449166622006643201e-01;1.484687818461090381e-01;1.514246722520814215e-01;1.539807001094938566e-01;1.557094535635472343e-01;1.569729504783086704e-01;1.575365021802294374e-01;1.579514639158383082e-01;1.582739582987225946e-01;1.583491614695682614e-01;1.583472407240265889e-01;1.579644910709813999e-01;1.574176459776600590e-01;1.571814831874027152e-01;1.569531059513616655e-01;1.566498820758455701e-01;1.562807151839550601e-01;1.558538438251962921e-01;1.553765166303300305e-01;1.548550235050729640e-01;1.542949332702653054e-01;1.537010143898027703e-01;1.530774500451801412e-01;1.524277766870813233e-01;1.517560291226350833e-01;1.510666248259741884e-01;1.503626016871199844e-01;1.496465809214906628e-01;1.489208989778472159e-01;1.481876794753906323e-01;1.474488188645585729e-01
-3.420682999324903273e-02;-2.170324261808335292e-02;-8.167954231160637346e-03;5.795889770554604747e-03;2.135544313017179174e-02;3.553131266743467243e-02;4.996463584476364128e-02;6.312932296071960270e-02;7.769427277594531667e-02;8.985452538928231925e-02;1.028811383137384350e-01;1.143708721592420208e-01;1.244463799615339594e-01;1.341946144034994737e-01;1.427262948672347875e-01;1.510613440386735506e-01;1.595454902117004470e-01;1.673755299380611516e-01;1.739074477764986082e-01;1.802213019214222445e-01;1.863035410382110346e-01;1.919110215011074205e-01;1.962388089706567917e-01;2.001514332786631656e-01;2.025623247987230757e-01;2.038127113188820949e-01;2.049135761206025974e-01;2.084142284187721905e-01;2.107215955456870626e-01;2.114050556219484733e-01;2.116242022571263870e-01;2.117199051296290990e-01;2.116826763559304381e-01;2.115269220439283393e-01;2.113922224766673630e-01;2.115534936053037607e-01;2.115832330110657133e-01;2.114288689393723775e-01;2.111904707339662679e-01;2.108760884162304283e-01;2.104929989823330072e-01;2.100476510705708566e-01;2.095467820668971692e-01;2.089972914139805182e-01;2.082099799096826243e-01;2.072946293912592830e-01;2.063266798357123177e-01;2.052708322229651883e-01;2.044097088559225506e-01
-3.086310026940432966e-02;-1.841667779817612871e-02;-5.076842612005492972e-03;9.528759461807756459e-03;2.446747831526294159e-02;4.023864010947413028e-02;5.470773610305663948e-02;6.901588161543195654e-02;8.196059079796663704e-02;9.468946269921763026e-02;1.071805113353523631e-01;1.187624595579958586e-01;1.305405303831629338e-01;1.423364302406346649e-01;1.544927073525912409e-01;1.664142053288883150e-01;1.747036613815574346e-01;1.814964165977079602e-01;1.901622943947539890e-01;1.987849494572438147e-01;2.056788266374557084e-01;2.099572205081862430e-01;2.167269319808212413e-01;2.214312678966523229e-01;2.250026759880400518e-01;2.274736260135973021e-01;2.289366854150796937e-01;2.299702201828470460e-01;2.315652703052150929e-01;2.338043269342657549e-01;2.357435864662258684e-01;2.368272722534194574e-01;2.372260783768762871e-01;2.370488399452544692e-01;2.367418855886664619e-01;2.364869898013040317e-01;2.363020969283235184e-01;2.363546186344307187e-01;2.368440991017949637e-01;2.361243380259793467e-01;2.353388896691909482e-01;2.341666813626995525e-01;2.336308355346937982e-01;2.327839166509864943e-01;2.320249668227425122e-01;2.311840310009218580e-01;2.303144761777764782e-01;2.294205021557398638e-01;2.285059091140727860e-01
-2.702445836345680058e-02;-1.452217607315960807e-02;-8.583547667800478509e-04;1.325597290228694436e-02;2.903110890651959541e-02;4.512472606039288903e-02;6.119057811162575966e-02;7.678587117455087929e-02;9.119876987162642279e-02;1.062923167370688482e-01;1.197180470962189158e-01;1.326331769406314531e-01;1.437421637652775419e-01;1.545890622617976107e-01;1.657665867858441056e-01;1.755500013005159565e-01;1.850487068306340410e-01;1.951744102898554101e-01;2.037687851442999409e-01;2.123484740252471747e-01;2.209257708035658185e-01;2.265052301695677228e-01;2.318560491569301718e-01;2.351595385681433392e-01;2.404252948835503834e-01;2.447943999613669541e-01;2.492328921606123682e-01;2.521588581168796583e-01;2.533506238922874632e-01;2.554545145572626463e-01;2.576705271250614437e-01;2.594001938664044493e-01;2.593147647269251621e-01;2.601226190084193757e-01;2.607991924617023560e-01;2.604909962107206933e-01;2.616485456214969751e-01;2.628611197407327849e-01;2.637271863904810942e-01;2.633648127566476926e-01;2.631668448439655750e-01;2.635589903799829825e-01;2.634496033395727910e-01;2.636581579440760992e-01;2.638010373923544982e-01;2.637434436307601882e-01;2.632678101252999836e-01;2.628986389803544821e-01;2.624496462335266234e-01
-2.538471808397119861e-02;-1.169940767658193131e-02;1.999367447194949632e-03;1.653146606522677697e-02;3.225833119479797062e-02;4.833427675276989743e-02;6.573950836900452344e-02;8.165388548007435077e-02;9.671099539179278670e-02;1.108000011905477533e-01;1.242001665044814296e-01;1.367388944783841098e-01;1.494429810582861284e-01;1.617187214864612976e-01;1.724366053893889306e-01;1.834183144990521874e-01;1.931831505525766490e-01;2.042347508336759543e-01;2.120103961255111746e-01;2.201520974509065531e-01;2.286213368567135140e-01;2.353944156673613286e-01;2.413794418517361262e-01;2.478165039251221946e-01;2.524638645899529577e-01;2.550587129119016305e-01;2.580981987093630137e-01;2.621796361216122140e-01;2.657810552476381760e-01;2.675361031752843122e-01;2.692715916033838752e-01;2.721601194140670366e-01;2.750418747855861712e-01;2.772154762828918928e-01;2.785943172553979608e-01;2.799943448103922039e-01;2.812826150877733022e-01;2.817213748156967013e-01;2.823684728892434936e-01;2.830457684141250985e-01;2.833728672458447617e-01;2.834755431866208264e-01;2.831268830475651699e-01;2.822532817644416436e-01;2.822297952403164389e-01;2.815097318433417151e-01;2.805586135300185413e-01;2.795632011785800231e-01;2.785429296029875434e-01
-2.362571122635893917e-02;-1.020071359541888101e-02;3.710653530645757758e-03;1.897170641511808364e-02;3.526696073108750995e-02;5.099347919280391994e-02;6.812388605060765157e-02;8.469007398171890522e-02;1.003566276443328964e-01;1.157416482544090242e-01;1.298910262599611010e-01;1.438076604727613894e-01;1.564926256148358730e-01;1.693615247843386906e-01;1.819327715751306307e-01;1.923725484643237504e-01;2.029075560907852849e-01;2.118565931078418008e-01;2.213743821397039790e-01;2.294789111119592551e-01;2.374939452370341819e-01;2.459944254895315707e-01;2.527749149018219121e-01;2.589974841161143404e-01;2.639733555704326662e-01;2.697383000843630585e-01;2.735609116644027727e-01;2.777529262758048345e-01;2.811360647986373973e-01;2.835682837351465313e-01;2.848913097548002593e-01;2.866199068995340937e-01;2.878251968477234524e-01;2.897677424420761483e-01;2.913099357761336217e-01;2.924046005423299732e-01;2.933149971781503496e-01;2.932545869198724953e-01;2.934126496398140604e-01;2.940043557222326021e-01;2.953851846363216849e-01;2.962240181640253267e-01;2.964559266261754811e-01;2.969181052779954477e-01;2.969915346447250526e-01;2.963610476052188636e-01;2.963256130474869465e-01;2.962779699364810337e-01;2.956675955222448637e-01
-2.235557248602734748e-02;-8.760524630712959726e-03;5.582978592179918542e-03;2.073268030981817445e-02;3.737340929822770275e-02;5.381241325032359857e-02;7.080771752378020589e-02;8.733394004713951331e-02;1.048182793311469296e-01;1.199894485775802599e-01;1.345617738105227834e-01;1.494658464669404163e-01;1.634060632583893002e-01;1.760280793940064981e-01;1.885329551775003221e-01;1.998224630047300832e-01;2.108326094435657161e-01;2.199137103061752641e-01;2.295376108150815331e-01;2.379700656975045903e-01;2.455092963815917739e-01;2.535281032424759884e-01;2.608977275199132473e-01;2.675548170919813673e-01;2.739533734359510531e-01;2.787021999403473949e-01;2.833477373177287761e-01;2.862410917383129139e-01;2.901421304502164178e-01;2.930071339887666548e-01;2.952926883464483954e-01;2.982051550884083913e-01;3.003727942279473817e-01;3.021784166168324237e-01;3.042872077052400925e-01;3.054440785380584389e-01;3.064028942195804461e-01;3.077725720657680242e-01;3.089420600235693870e-01;3.093966847393835318e-01;3.104488639535760708e-01;3.118232262274890365e-01;3.113678785439929486e-01;3.122062595845660482e-01;3.139467285944154140e-01;3.142958358305563138e-01;3.131552083738836645e-01;3.123541980897245329e-01;3.123322496640061896e-01
-2.122170109477802824e-02;-7.710960030533710319e-03;6.958623309369887933e-03;2.290872292257553622e-02;3.962773275414956109e-02;5.654201914429080045e-02;7.356407003238835118e-02;9.023284042657878090e-02;1.069638715175398047e-01;1.236614515012738336e-01;1.391629953455269242e-01;1.536075648335389066e-01;1.662067181440041175e-01;1.792103037751607286e-01;1.918920525850734971e-01;2.037730947807055715e-01;2.143796502269012805e-01;2.254400158701950485e-01;2.345945615401646422e-01;2.441349040767978040e-01;2.528285899493033506e-01;2.602784150637394989e-01;2.675071144448526450e-01;2.734334712547498158e-01;2.788553076684803234e-01;2.832696243138751457e-01;2.884756324219416301e-01;2.928748512423977601e-01;2.985317920303542927e-01;3.020362506286359272e-01;3.040243371723478916e-01;3.080918395886310668e-01;3.121006741162511977e-01;3.137574938714376982e-01;3.159115267352733403e-01;3.166566844796393498e-01;3.186791469519716369e-01;3.207304597883137154e-01;3.220031791353695771e-01;3.225688691626309446e-01;3.231892230536530519e-01;3.247690174738115942e-01;3.235694187924755827e-01;3.245098099903326316e-01;3.236413405055061920e-01;3.242968869049633884e-01;3.239711597317995739e-01;3.241769791517244981e-01;3.242534681259223728e-01
-2.024601590369810855e-02;-6.265634583698088955e-03;8.040927767895930667e-03;2.460533919990227913e-02;4.158323887216314185e-02;5.832169208581627906e-02;7.581450304738240886e-02;9.287288623819051070e-02;1.106396561607183859e-01;1.263877218054023366e-01;1.420808635230994266e-01;1.566661898844314005e-01;1.706521681073407681e-01;1.836015845030558868e-01;1.956115568697192331e-01;2.079128680841723920e-01;2.203126183238754143e-01;2.306350515334782136e-01;2.410035832732967120e-01;2.494642374524589645e-01;2.580033316023671031e-01;2.658611291394604725e-01;2.722712917393654841e-01;2.780285312577682744e-01;2.835779965695028881e-01;2.889051880253109550e-01;2.939196034441287075e-01;2.990903511436353579e-01;3.030047765192209752e-01;3.078162590543018773e-01;3.120551561222333348e-01;3.150059266174122241e-01;3.181326623454130420e-01;3.203738467442361904e-01;3.229526024264833817e-01;3.250511594745874033e-01;3.269764116837875489e-01;3.290347569011939921e-01;3.299167663127008376e-01;3.313609186268877682e-01;3.323500647031712996e-01;3.332768553082793295e-01;3.336942513721191661e-01;3.347663670047335005e-01;3.346908487489149708e-01;3.348994566378314941e-01;3.349342768401324388e-01;3.359149037589996833e-01;3.362227369172871017e-01
